mass_A
t	x	y
0.0	0.6463334523809147	0.5060494654943211
0.01	0.6463271956854838	0.506009178196674
0.02	0.6463242103095309	0.5060050290418162
0.03	0.6463227836716866	0.5057645614226303
0.04	0.6460118573288075	0.5051571884791379
0.05	0.6452791003867012	0.5034824112251752
0.06	0.6443385409785866	0.5012603627411715
0.07000000000000012	0.6431559354541815	0.4987602789840774
0.08000000000000011	0.6417742897829316	0.4955589174873112
0.09000000000000011	0.6403214206940028	0.49189538713498604
0.10000000000000012	0.6383340950472051	0.48716348584420466
0.11	0.6360472105546328	0.4819225712878516
0.12	0.6337194832401695	0.476326151962691
0.13	0.6312311478030973	0.4699879826777712
0.14	0.6282431652759922	0.46288988201994963
0.15	0.6247656432837437	0.4552045391469224
0.16	0.6212352103390012	0.44672572972144897
0.17	0.6172302682766176	0.43808038158290996
0.18	0.6129335404418573	0.42867963457625663
0.1900000000000001	0.608378994440364	0.4188738647961714
0.20000000000000012	0.60343701179473	0.4086330395507894
0.2100000000000001	0.5980009576208839	0.3978304099464665
0.2200000000000001	0.5919995412194222	0.3865849231088612
0.23000000000000012	0.5859739098357265	0.3750727205754505
0.2400000000000001	0.5791836074124489	0.36312176106658306
0.25	0.5719676831698105	0.35054566476744936
0.26	0.5639922671601371	0.3372252407998517
0.27	0.5558519408854811	0.3240013538979629
0.28	0.5466005467874572	0.3104232436672357
0.29	0.5369791179216693	0.29658857534038185
0.3	0.5269460284844828	0.2822483777356677
0.31	0.5155660815256523	0.26747406147590935
0.32	0.5038344888720948	0.25341026243155457
0.33	0.49117202000246485	0.23857663605468798
0.34	0.47825136343257746	0.22472390701477696
0.35	0.46326216739639137	0.20954656355830592
0.36	0.44915847804260556	0.19548220082621542
0.37	0.433354337398021	0.1811745355972011
0.3800000000000002	0.41695864225839985	0.16741194345155164
0.39000000000000024	0.3994890684089275	0.15382839803803638
0.40000000000000024	0.38127976633113503	0.13995919216406305
0.41000000000000025	0.36249729505277484	0.12720176657659477
0.4200000000000002	0.3425731438555829	0.11494748802576715
0.4300000000000002	0.3224937444885355	0.1029010030484604
0.44	0.3011151650141787	0.09123251864454462
0.45	0.27866338556485315	0.08096760814423354
0.46	0.2574975184964684	0.07000676886788826
0.47	0.23484882042035304	0.06038457361516858
0.48	0.21144483494635125	0.05079544526662605
0.49	0.18758609970248097	0.04247302629529903
0.5	0.16316636012146402	0.03483027288905949
0.51	0.13894229131030722	0.02823466640864114
0.52	0.11329335357637971	0.023220072309600437
0.53	0.08760136619338099	0.018527099616512333
0.54	0.06238232024783563	0.015595402093616872
0.55	0.03674272904938325	0.013647617458801053
0.56	0.010805546920485187	0.012468497171519433
0.57	-0.01461058324922504	0.012958667973138716
0.58	-0.04057944216042886	0.014090456238331495
0.59	-0.06641994495876269	0.016605599201455212
0.6	-0.08996864020992645	0.02083437283554246
0.61	-0.11613936717479079	0.024731906876674592
0.62	-0.14062939125758867	0.030055836906875744
0.6300000000000002	-0.16487261121767904	0.03642651425651222
0.6400000000000002	-0.18823274717785787	0.0428930246832081
0.6500000000000002	-0.2112717916758261	0.051306434628652364
0.6600000000000003	-0.2340581540739285	0.06003995114100624
0.6700000000000003	-0.2564260758544362	0.06981869446184585
0.6800000000000003	-0.275282057292314	0.08106841081153837
0.6900000000000003	-0.2974070219282466	0.09118316740234544
0.7000000000000002	-0.31684104229020715	0.1027745018890478
0.71	-0.33578171809450996	0.11481122813548117
0.72	-0.35464829104569373	0.1272014027167795
0.73	-0.37165235537675445	0.14039102480841703
0.74	-0.38837117554553513	0.1536922775755991
0.75	-0.4046408215380525	0.16726816862836014
0.76	-0.4187787015760344	0.180704148884282
0.77	-0.43261932975483053	0.1944518859850547
0.78	-0.44633920107804265	0.20847105760064927
0.79	-0.45793583677229777	0.22210339438220394
0.8	-0.47092373880834243	0.23700592198168274
0.81	-0.4820761649926811	0.2499641174711313
0.82	-0.4927774016610984	0.2635674887506263
0.83	-0.5021160070659569	0.2763938433965402
0.84	-0.5111266011539151	0.2889095767685102
0.85	-0.5199822319766019	0.30105764193682344
0.86	-0.527847795374385	0.31259949947586196
0.87	-0.5353246681585381	0.3240394577988434
0.8800000000000002	-0.5423058686004796	0.3349576483120286
0.8900000000000002	-0.5493848481804557	0.3460795038294718
0.9000000000000002	-0.5555337589787079	0.35669854135425855
0.9100000000000003	-0.5613238595039771	0.3669005523905201
0.9200000000000003	-0.5667548393864121	0.3764644092451591
0.9300000000000003	-0.5716117294551597	0.3856699013741731
0.9400000000000003	-0.5763337322006036	0.3944841440920394
0.9500000000000002	-0.5807464688491369	0.4028556371492797
0.9600000000000002	-0.5845709287307971	0.41082950319151645
0.97	-0.58817548228622	0.4179315437683101
0.98	-0.5912439113356412	0.4247838892245258
0.99	-0.593702279681152	0.43085807856341696
1.0	-0.5960960175370317	0.4364341269271231
1.01	-0.5982342086494368	0.4412666571216373
1.02	-0.6003653800439297	0.44583615384076664
1.03	-0.6020418766220826	0.44988294227442593
1.04	-0.6038007202210713	0.45363567225117907
1.05	-0.6051086552020781	0.4565148699678765
1.06	-0.6062296887812673	0.4587451195925517
1.07	-0.607312528468413	0.4606467536370472
1.08	-0.6077619413782969	0.4618886602000428
1.09	-0.6083876520266531	0.46234585279198476
1.1	-0.6086031043719478	0.4622423270734149
1.11	-0.6086090293301991	0.46192017344795777
1.12	-0.6085781778871906	0.46076716408272456
1.1300000000000003	-0.6081864510826885	0.4593502334995612
1.1400000000000001	-0.6074111085644658	0.457370932494552
1.1500000000000001	-0.6063237498858484	0.4549350599119535
1.1600000000000001	-0.6050433730348771	0.45165906249867327
1.1700000000000002	-0.6034214690086932	0.44805516258036726
1.1800000000000002	-0.6016143846852584	0.44364010317431934
1.1900000000000002	-0.5993149275600291	0.4389265647648515
1.2000000000000002	-0.5968868658836185	0.43351623257904653
1.2100000000000002	-0.5938511421498385	0.4274341668768055
1.2200000000000002	-0.5909026200278954	0.4211887255223028
1.2300000000000002	-0.5875863463160381	0.41429884541238593
1.24	-0.5833995246803291	0.40660246220967794
1.25	-0.5793273845784578	0.39857285603995635
1.2600000000000002	-0.5749475793846203	0.39002039945477635
1.27	-0.5699786754886801	0.3810253711524558
1.2800000000000002	-0.5646531735353181	0.3713161005524014
1.29	-0.5587763793638931	0.3614039388557459
1.3000000000000005	-0.5524262889073737	0.3512647528351418
1.31	-0.5460344613670152	0.3401454681309268
1.3200000000000005	-0.5389021778515068	0.32872583285973694
1.33	-0.5309701835555902	0.31712450496836553
1.3400000000000005	-0.5226529590574694	0.30491913849038377
1.35	-0.5137064026796214	0.29214930411763024
1.3600000000000005	-0.5042967421452962	0.2792197791191027
1.37	-0.49454985404825735	0.2663319615560362
1.38	-0.48432069094660307	0.25324727813331954
1.39	-0.47329173239651845	0.23975199349354714
1.4	-0.4600304294508352	0.22533490107130272
1.41	-0.4488651354443922	0.21174459991260935
1.42	-0.43578653340888635	0.19792234631337352
1.43	-0.4219935682312853	0.18408377341577298
1.44	-0.40712613181295904	0.17012285520889836
1.45	-0.3920103841977897	0.15702094239881725
1.46	-0.3756662064874199	0.14368506141829962
1.47	-0.35863673123394146	0.13049891949338943
1.48	-0.34085298497318406	0.1181596907509227
1.49	-0.3226422337305666	0.10629759265382843
1.5	-0.3038783673360101	0.09473668559885817
1.5100000000000005	-0.28485058058280877	0.08468119729186796
1.52	-0.2644637837214594	0.0736534069800957
1.5300000000000005	-0.24348935190320692	0.06363779414100224
1.54	-0.22174987032818927	0.054630343289025274
1.5500000000000005	-0.19955578233279692	0.046351314038298064
1.56	-0.17742282170019352	0.03879098206435361
1.5700000000000005	-0.15364249428878707	0.03243765178286284
1.58	-0.13035292894830575	0.02648145920000533
1.5900000000000005	-0.1066575377088862	0.021914962666100934
1.6	-0.08146914675146977	0.018013350545595053
1.6100000000000005	-0.05815787576667408	0.014927720836110603
1.62	-0.03423166467249983	0.012905011922840992
1.63	-0.010210976871284805	0.011711227414712866
1.64	0.013827039805329289	0.011304924130971172
1.65	0.03808594326639836	0.012532091127060663
1.66	0.0622708616928237	0.014588549808897011
1.67	0.0860673312240906	0.0173423845680456
1.68	0.10939799480062629	0.021593707089175407
1.69	0.13333237426339162	0.02619691528967949
1.7	0.1558380282658085	0.032064589594231085
1.71	0.17798889521216865	0.03847385016679283
1.72	0.20015931394198128	0.045822254224803904
1.73	0.22106200986025937	0.054025953151587314
1.74	0.2411969677678637	0.062471674638758024
1.75	0.2610205362779413	0.07152659887745438
1.7600000000000005	0.27924433104555135	0.0810384617344484
1.77	0.29885407927863905	0.09018207533204414
1.7800000000000005	0.3173461272416377	0.09976093364962402
1.79	0.33537330240609575	0.10974968675316699
1.8000000000000005	0.35319347519434563	0.12011737840936343
1.81	0.3704783445286667	0.13142893884008533
1.8200000000000005	0.38620552812271647	0.14260136674656354
1.83	0.4017134239605472	0.15414848844009776
1.8400000000000005	0.41700353907959753	0.16607689695661776
1.85	0.4308213059360887	0.1780388097461264
1.8600000000000005	0.44442857686814274	0.1898795204933162
1.87	0.45738496549887875	0.20203498265525738
1.8800000000000006	0.46818485964833834	0.21423055953361886
1.89	0.48025027769251916	0.22612771574827606
1.9	0.4909604349250468	0.2372217003832771
1.91	0.5008987749616131	0.24841344366862056
1.92	0.5096993812054013	0.25954143509398936
1.93	0.5186249885600765	0.2703707667657507
1.94	0.5268673488959027	0.2810059870460738
1.95	0.5344006923375827	0.291439016098488
1.96	0.5413831467196423	0.30176010310148943
1.97	0.5477269965650372	0.31168778328032093
1.98	0.553806243825279	0.3207960854659995
1.99	0.5595106784773148	0.3298972644596858
2.0	0.5649298401395856	0.33877003349251
2.0100000000000007	0.5698516130299537	0.34704419450386953
2.02	0.5742799428420023	0.3546966624658385
2.0300000000000002	0.5781747115839097	0.3619091890684484
2.04	0.5817710065998155	0.36853721756002045
2.0500000000000003	0.5848820592725293	0.3745190760977919
2.06	0.5874797683193279	0.38009180685889066
2.0700000000000003	0.5897082087541429	0.3852988328902874
2.08	0.5920267775515015	0.3899570851186644
2.0900000000000003	0.5942385794213209	0.39388941219181023
2.1	0.5959411935167694	0.39715316013647434
2.1100000000000003	0.597455321490619	0.40028141995923705
2.12	0.5987182725605295	0.4027600396438975
2.1300000000000003	0.5999136152923624	0.4044129301956019
2.14	0.6000933026907102	0.4059101630462986
2.1500000000000004	0.6009964396254129	0.4064087627304267
2.16	0.6011458723726287	0.4065302576638
2.17	0.6010698244322156	0.40632864277441516
2.18	0.6009733434409984	0.40520956247684203
2.19	0.6001239167579723	0.4040038555046011
2.2	0.599635108051554	0.40168579363901663
2.21	0.5986506356085471	0.3990840469410953
2.22	0.5976128223703402	0.39601201929744034
2.23	0.5959835143897797	0.39258178273111005
2.24	0.5940766511572116	0.38886420504147023
2.25	0.5918842177269	0.3843317112110582
2.2600000000000007	0.5893533582244134	0.3794764360941515
2.27	0.5863168846073427	0.3739790652204658
2.2800000000000002	0.5830391685549666	0.3679469135670025
2.29	0.5792850303765408	0.361198540935593
2.3000000000000003	0.575409447140714	0.3540193648556298
2.31	0.5710033590377807	0.3463547390468035
2.3200000000000003	0.5662275443098689	0.3383485021771044
2.33	0.5611437409263197	0.3297903028237638
2.3400000000000003	0.5553149945824448	0.32091784870782974
2.35	0.5490244286015783	0.31175151928954686
2.3600000000000003	0.5423930665729085	0.30195004248134105
2.37	0.5352081356173671	0.29184002162493117
2.3800000000000003	0.5280243808240371	0.28202201843450037
2.39	0.5198175415711529	0.2712805969618604
2.4000000000000004	0.5109056837682252	0.2600186716485552
2.41	0.5014013192121144	0.248711202470272
2.4200000000000004	0.4911596520456184	0.23724248718945418
2.43	0.4807182335381065	0.2258487216111843
2.44	0.4680431927445149	0.2142378653077534
2.45	0.4572536566750779	0.20209194684650317
2.46	0.4447849264710434	0.19039943182755148
2.47	0.4317731897386289	0.1789919273339985
2.48	0.41797132057373176	0.16732508577007932
2.49	0.40310469788101855	0.15510100155918283
2.5	0.38817846360209296	0.14398330093386325
2.5100000000000007	0.37196807925173536	0.13300033663416655
2.52	0.35549571296960825	0.12199426294969817
2.5300000000000002	0.3380756158904191	0.11126585497960306
2.54	0.320856737655023	0.10160669267102818
2.5500000000000003	0.30238467361027677	0.09138379564772703
2.56	0.28486596163535205	0.0834258009920349
2.5700000000000003	0.26527594865677384	0.07289570299424653
2.58	0.24553114261989906	0.0636381268696311
2.5900000000000003	0.22566666823972614	0.05538106293211731
2.6	0.20497531149017145	0.04733107059719466
2.6100000000000003	0.18408113534874937	0.03999410614538723
2.62	0.16225362905786878	0.033349028007844894
2.6300000000000003	0.14056713928047704	0.02774761744284182
2.64	0.11802001455163569	0.022916303869897292
2.6500000000000004	0.09506817080180241	0.018267798323329032
2.66	0.07314791501351148	0.015685041279888345
2.6700000000000004	0.04962140604301035	0.01346738073019238
2.68	0.0275040485332676	0.012295694685343861
2.69	0.0048543380078091	0.011481634789236916
2.7	-0.018279442965855375	0.011956152253757568
2.71	-0.04138370681050829	0.013586466392091823
2.72	-0.06412000749267777	0.015777106307059197
2.73	-0.08519060309232052	0.018831065217980725
2.74	-0.10885328868729871	0.022782919501220023
2.75	-0.13116134833011028	0.027287267863735254
2.7600000000000007	-0.15241438651663486	0.03228146933214282
2.77	-0.17351816693575228	0.03838104259681563
2.7800000000000002	-0.19478163858074138	0.04475235617055484
2.79	-0.21499873123569524	0.05176010328967651
2.8000000000000003	-0.2343919458306084	0.06002589583915774
2.81	-0.25380145436517243	0.06825844870847875
2.8200000000000003	-0.2708615458870587	0.07781127720182723
2.83	-0.28959559462181406	0.08713151013698839
2.8400000000000003	-0.30632169965919953	0.09602474288644225
2.85	-0.32338642519002	0.1060904884925179
2.8600000000000003	-0.3389679839893963	0.11638393860937124
2.87	-0.3546700584519123	0.12702995870655498
2.8800000000000003	-0.36962891101924994	0.13805301411173287
2.89	-0.3837175680622572	0.1492293301170311
2.9000000000000004	-0.397432862082769	0.16047939951495183
2.91	-0.4105059358793504	0.1718993159050115
2.9200000000000004	-0.42290506573114084	0.18376227291596992
2.93	-0.4339894957234672	0.19451067899590274
2.9400000000000004	-0.4451058968595096	0.20599845848913495
